T,N,bin_i,bin_j,bin_i_idx,bin_j_idx,c2_mean,c2_std,c2_exact,mean_p1,mean_p1_sq,mean_p1_cu,mean_p1_qu,mean_n1,mean_p2,mean_p2_sq,mean_p2_cu,mean_p2_qu,mean_n2,mean_p1_p2,p1_sq_p2_sq,mean_p2_F,inv_N,mean_n_accepted,n_valid_events
0.2,35,high,low,2,0,0.001030077399553746,0.0008439466948904553,0.0014179674196041388,1.0220543058041274,1.0902167988941558,1.2252393898923695,1.465481624147286,2.8741666666666665,0.3915148220834958,0.15654232612609292,0.06387265658120324,0.026563384172118586,9.549817708333334,0.40014940969657375,0.170665073680634,0.24000000000000005,0.02857142857142857,19.130364583333332,36343
0.2,35,high,mid,2,1,0.0039919666507827615,0.001056356447570047,0.003584794159448867,1.0220543058041274,1.0902167988941558,1.2252393898923695,1.465481624147286,2.8741666666666665,0.6234769819922263,0.3957426447835417,0.25570745507987264,0.16812053166955582,6.706380208333333,0.6372273340149173,0.4314452793818198,0.24000000000000005,0.02857142857142857,19.130364583333332,36323
0.2,35,high,high,2,2,0.014956330142266012,0.00272613829698857,0.010190843723300983,1.0220543058041274,1.0902167988941558,1.2252393898923695,1.465481624147286,2.8741666666666665,1.0220543058041274,1.0902167988941558,1.2252393898923695,1.465481624147286,2.8741666666666665,1.0445950040127567,1.18857266859102,0.24000000000000005,0.02857142857142857,19.130364583333332,30159
0.2,36,low,low,0,0,-8.737858508635751e-05,0.0006531545643249337,0.00018465609375755608,0.39159207802361623,0.15660053938165433,0.06390622162289385,0.026580971750588434,9.82921875,0.39159207802361623,0.15660053938165433,0.06390622162289385,0.026580971750588434,9.82921875,0.15334435557085394,0.02452372893462507,0.24000000000000005,0.027777777777777776,19.71078125,38394
0.2,36,low,mid,0,1,0.0010842621782459322,0.00048598944903369487,0.00046777967924651036,0.39159207802361623,0.15660053938165433,0.06390622162289385,0.026580971750588434,9.82921875,0.623564666805954,0.39585143995079114,0.2558104199814242,0.1682086620492664,6.913125,0.2441829836566474,0.06199054901129844,0.24000000000000005,0.027777777777777776,19.71078125,38387
0.2,36,low,high,0,2,0.0017668264458908793,0.0008105193885104164,0.0013359025491624526,0.39159207802361623,0.15660053938165433,0.06390622162289385,0.026580971750588434,9.82921875,1.0220339093861408,1.0898494948638546,1.2239265810109776,1.462422392453779,2.9684375,0.40022038238711916,0.17067101874050314,0.24000000000000005,0.027777777777777776,19.71078125,36528
0.2,36,mid,low,1,0,0.0010842621782459322,0.00048598944903369487,0.00046777967924651036,0.623564666805954,0.39585143995079114,0.2558104199814242,0.1682086620492664,6.913125,0.39159207802361623,0.15660053938165433,0.06390622162289385,0.026580971750588434,9.82921875,0.2441829836566474,0.06199054901129844,0.24000000000000005,0.027777777777777776,19.71078125,38387
0.2,36,mid,mid,1,1,0.001943881000913037,0.001095635197456548,0.0011843635910557223,0.623564666805954,0.39585143995079114,0.2558104199814242,0.1682086620492664,6.913125,0.623564666805954,0.39585143995079114,0.2558104199814242,0.1682086620492664,6.913125,0.38883289368882046,0.1566983625111148,0.24000000000000005,0.027777777777777776,19.71078125,38245
0.2,36,mid,high,1,2,0.0036009933618293987,0.0009988223991966856,0.003377787504078794,0.623564666805954,0.39585143995079114,0.2558104199814242,0.1682086620492664,6.913125,1.0220339093861408,1.0898494948638546,1.2239265810109776,1.462422392453779,2.9684375,0.6373042341707554,0.4314184918714992,0.24000000000000005,0.027777777777777776,19.71078125,36516
0.2,36,high,low,2,0,0.0017668264458908793,0.0008105193885104164,0.0013359025491624528,1.0220339093861408,1.0898494948638546,1.2239265810109776,1.462422392453779,2.9684375,0.39159207802361623,0.15660053938165433,0.06390622162289385,0.026580971750588434,9.82921875,0.40022038238711916,0.17067101874050314,0.24000000000000005,0.027777777777777776,19.71078125,36528
0.2,36,high,mid,2,1,0.0036009933618293987,0.0009988223991966856,0.003377787504078792,1.0220339093861408,1.0898494948638546,1.2239265810109776,1.462422392453779,2.9684375,0.623564666805954,0.39585143995079114,0.2558104199814242,0.1682086620492664,6.913125,0.6373042341707554,0.4314184918714992,0.24000000000000005,0.027777777777777776,19.71078125,36516
0.2,36,high,high,2,2,0.010102555966132944,0.002655973045651568,0.009605365391218859,1.0220339093861408,1.0898494948638546,1.2239265810109776,1.462422392453779,2.9684375,1.0220339093861408,1.0898494948638546,1.2239265810109776,1.462422392453779,2.9684375,1.0445533119351182,1.187771921454999,0.24000000000000005,0.027777777777777776,19.71078125,30802
0.2,37,low,low,0,0,0.001089768753434185,0.0006346274953682513,0.00017425726187988056,0.39149627501864065,0.15652427524245668,0.06386003934729852,0.02655575086114094,10.115338541666667,0.39149627501864065,0.15652427524245668,0.06386003934729852,0.02655575086114094,10.115338541666667,0.15326933335347112,0.024499848740176338,0.24000000000000005,0.02702702702702703,20.281640625,38396
0.2,37,low,mid,0,1,0.00021062757779630528,0.0004736755947025218,0.00044144551222794674,0.39149627501864065,0.15652427524245668,0.06386003934729852,0.02655575086114094,10.115338541666667,0.6235524815130572,0.3958493449470815,0.25581988921795445,0.16822569058629122,7.1101302083333335,0.2441184737909917,0.06196003182304317,0.24000000000000005,0.02702702702702703,20.281640625,38385
0.2,37,low,high,0,2,0.0004953730229370642,0.0007930498057829496,0.0012607580710060776,0.39149627501864065,0.15652427524245668,0.06386003934729852,0.02655575086114094,10.115338541666667,1.022354890209657,1.091125103827138,1.227004138658715,1.4679747213965368,3.056171875,0.4002481312641721,0.17078756607539305,0.24000000000000005,0.02702702702702703,20.281640625,36693
0.2,37,mid,low,1,0,0.00021062757779630528,0.0004736755947025218,0.00044144551222794685,0.6235524815130572,0.3958493449470815,0.25581988921795445,0.16822569058629122,7.1101302083333335,0.39149627501864065,0.15652427524245668,0.06386003934729852,0.02655575086114094,10.115338541666667,0.2441184737909917,0.06196003182304317,0.24000000000000005,0.02702702702702703,20.281640625,38385
0.2,37,mid,mid,1,1,0.0009331812531395454,0.001039574841171849,0.0011177443357376895,0.6235524815130572,0.3958493449470815,0.25581988921795445,0.16822569058629122,7.1101302083333335,0.6235524815130572,0.3958493449470815,0.25581988921795445,0.16822569058629122,7.1101302083333335,0.38881769720109155,0.15669670389503354,0.24000000000000005,0.02702702702702703,20.281640625,38268
0.2,37,mid,high,1,2,0.004665494360932098,0.0009781388616390855,0.003188187569117403,0.6235524815130572,0.3958493449470815,0.25581988921795445,0.16822569058629122,7.1101302083333335,1.022354890209657,1.091125103827138,1.227004138658715,1.4679747213965368,3.056171875,0.6374919287772408,0.4319211576052888,0.24000000000000005,0.02702702702702703,20.281640625,36680
0.2,37,high,low,2,0,0.0004953730229370642,0.0007930498057829496,0.0012607580710060774,1.022354890209657,1.091125103827138,1.227004138658715,1.4679747213965368,3.056171875,0.39149627501864065,0.15652427524245668,0.06386003934729852,0.02655575086114094,10.115338541666667,0.4002481312641721,0.17078756607539305,0.24000000000000005,0.02702702702702703,20.281640625,36693
0.2,37,high,mid,2,1,0.004665494360932098,0.0009781388616390855,0.003188187569117403,1.022354890209657,1.091125103827138,1.227004138658715,1.4679747213965368,3.056171875,0.6235524815130572,0.3958493449470815,0.25581988921795445,0.16822569058629122,7.1101302083333335,0.6374919287772408,0.4319211576052888,0.24000000000000005,0.02702702702702703,20.281640625,36680
0.2,37,high,high,2,2,0.01711031326190924,0.002602415256609763,0.00906879883008126,1.022354890209657,1.091125103827138,1.227004138658715,1.4679747213965368,3.056171875,1.022354890209657,1.091125103827138,1.227004138658715,1.4679747213965368,3.056171875,1.0452095215356,1.1905539922017825,0.24000000000000005,0.02702702702702703,20.281640625,31222
0.2,38,low,low,0,0,0.0019471890371001058,0.0006131227180054262,0.0001647126738482859,0.39163737694478706,0.1566410386567052,0.06393334379983526,0.026597075437503472,10.35625,0.39163737694478706,0.1566410386567052,0.06393334379983526,0.026597075437503472,10.35625,0.15337983502019323,0.024536414991451413,0.24000000000000005,0.02631578947368421,20.815234375,38398
0.2,38,low,mid,0,1,-2.0351088010645804e-05,0.0004603375883850016,0.000417273737230039,0.39163737694478706,0.1566410386567052,0.06393334379983526,0.026597075437503472,10.35625,0.6239736668461183,0.3963799670348527,0.25632823285939027,0.16866436793759507,7.3096875,0.24437141016623423,0.06208936973904989,0.24000000000000005,0.02631578947368421,20.815234375,38389
0.2,38,low,high,0,2,0.0006708545497426293,0.0007653270487705011,0.0011917775087025191,0.39163737694478706,0.1566410386567052,0.06393334379983526,0.026597075437503472,10.35625,1.0237000395470155,1.0944013825160357,1.233521116890375,1.4808417644945362,3.149296875,0.40091919826646794,0.17142816926464596,0.24000000000000005,0.02631578947368421,20.815234375,36919
0.2,38,mid,low,1,0,-2.0351088010645804e-05,0.0004603375883850016,0.000417273737230039,0.6239736668461183,0.3963799670348527,0.25632823285939027,0.16866436793759507,7.3096875,0.39163737694478706,0.1566410386567052,0.06393334379983526,0.026597075437503472,10.35625,0.24437141016623423,0.06208936973904989,0.24000000000000005,0.02631578947368421,20.815234375,38389
0.2,38,mid,mid,1,1,0.0001391105342396981,0.0009998064085876609,0.001056589570913687,0.6239736668461183,0.3963799670348527,0.25632823285939027,0.16866436793759507,7.3096875,0.6239736668461183,0.3963799670348527,0.25632823285939027,0.16866436793759507,7.3096875,0.38934313691739064,0.15711707826655089,0.24000000000000005,0.02631578947368421,20.815234375,38284
0.2,38,mid,high,1,2,0.004013207717569384,0.0009392919688129397,0.0030140981176173184,0.6239736668461183,0.3963799670348527,0.25632823285939027,0.16866436793759507,7.3096875,1.0237000395470155,1.0944013825160357,1.233521116890375,1.4808417644945362,3.149296875,0.6387618674266676,0.4337987839246034,0.24000000000000005,0.02631578947368421,20.815234375,36910
0.2,38,high,low,2,0,0.0006708545497426293,0.0007653270487705011,0.0011917775087025187,1.0237000395470155,1.0944013825160357,1.233521116890375,1.4808417644945362,3.149296875,0.39163737694478706,0.1566410386567052,0.06393334379983526,0.026597075437503472,10.35625,0.40091919826646794,0.17142816926464596,0.24000000000000005,0.02631578947368421,20.815234375,36919
0.2,38,high,mid,2,1,0.004013207717569384,0.0009392919688129397,0.003014098117617319,1.0237000395470155,1.0944013825160357,1.233521116890375,1.4808417644945362,3.149296875,0.6239736668461183,0.3963799670348527,0.25632823285939027,0.16866436793759507,7.3096875,0.6387618674266676,0.4337987839246034,0.24000000000000005,0.02631578947368421,20.815234375,36910
0.2,38,high,high,2,2,0.01317034707630918,0.0025261155424654153,0.008575857164554973,1.0237000395470155,1.0944013825160357,1.233521116890375,1.4808417644945362,3.149296875,1.0237000395470155,1.0944013825160357,1.233521116890375,1.4808417644945362,3.149296875,1.0479617709685611,1.1977143860530102,0.24000000000000005,0.02631578947368421,20.815234375,31828
0.2,39,low,low,0,0,-0.00042723452635335106,0.0005829356290303353,0.00015593126848273696,0.3915451505573049,0.15656616245243352,0.06388716882643124,0.026571482368062446,10.618567708333334,0.3915451505573049,0.15656616245243352,0.06388716882643124,0.026571482368062446,10.618567708333334,0.15330760492494255,0.024512963225081803,0.24000000000000005,0.02564102564102564,21.35940104166667,38399
0.2,39,low,mid,0,1,0.00021726864245008844,0.00044763968590716657,0.0003950339625434483,0.3915451505573049,0.15656616245243352,0.06388716882643124,0.026571482368062446,10.618567708333334,0.6235927990393753,0.3958851852633847,0.2558406298417294,0.1682325936691442,7.50328125,0.24416473638632336,0.061982224228458824,0.24000000000000005,0.02564102564102564,21.35940104166667,38391
0.2,39,low,high,0,2,0.0025707793308489615,0.0007401232479141601,0.001128304954714965,0.3915451505573049,0.15656616245243352,0.06388716882643124,0.026571482368062446,10.618567708333334,1.0249219548324362,1.0970628605972057,1.2380149629254031,1.4877756555362267,3.2375520833333336,0.40130322111435346,0.17176292205279353,0.24000000000000005,0.02564102564102564,21.35940104166667,36972
0.2,39,mid,low,1,0,0.00021726864245008844,0.00044763968590716657,0.0003950339625434483,0.6235927990393753,0.3958851852633847,0.2558406298417294,0.1682325936691442,7.50328125,0.3915451505573049,0.15656616245243352,0.06388716882643124,0.026571482368062446,10.618567708333334,0.24416473638632336,0.061982224228458824,0.24000000000000005,0.02564102564102564,21.35940104166667,38391
0.2,39,mid,mid,1,1,0.001978457454572863,0.0009742858203975611,0.0010003178312207026,0.6235927990393753,0.3958851852633847,0.2558406298417294,0.1682325936691442,7.50328125,0.6235927990393753,0.3958851852633847,0.2558406298417294,0.1682325936691442,7.50328125,0.38886797901376263,0.1567250799110244,0.24000000000000005,0.02564102564102564,21.35940104166667,38324
0.2,39,mid,high,1,2,0.004523218206307369,0.0009207794400428507,0.002853874010276103,0.6235927990393753,0.3958851852633847,0.2558406298417294,0.1682325936691442,7.50328125,1.0249219548324362,1.0970628605972057,1.2380149629254031,1.4877756555362267,3.2375520833333336,0.6391339506108671,0.43431093381310354,0.24000000000000005,0.02564102564102564,21.35940104166667,36963
0.2,39,high,low,2,0,0.0025707793308489615,0.0007401232479141601,0.0011283049547149647,1.0249219548324362,1.0970628605972057,1.2380149629254031,1.4877756555362267,3.2375520833333336,0.3915451505573049,0.15656616245243352,0.06388716882643124,0.026571482368062446,10.618567708333334,0.40130322111435346,0.17176292205279353,0.24000000000000005,0.02564102564102564,21.35940104166667,36972
0.2,39,high,mid,2,1,0.004523218206307369,0.0009207794400428507,0.002853874010276103,1.0249219548324362,1.0970628605972057,1.2380149629254031,1.4877756555362267,3.2375520833333336,0.6235927990393753,0.3958851852633847,0.2558406298417294,0.1682325936691442,7.50328125,0.6391339506108671,0.43431093381310354,0.24000000000000005,0.02564102564102564,21.35940104166667,36963
0.2,39,high,high,2,2,0.012206786921975589,0.002471725229222439,0.008121947334529077,1.0249219548324362,1.0970628605972057,1.2380149629254031,1.4877756555362267,3.2375520833333336,1.0249219548324362,1.0970628605972057,1.2380149629254031,1.4877756555362267,3.2375520833333336,1.0504650134975424,1.203546920101724,0.24000000000000005,0.02564102564102564,21.35940104166667,32165
0.2,40,low,low,0,0,0.000632543627750238,0.0005691512613539694,0.00014783380202563768,0.3916423881512217,0.15664944144105267,0.06394075031696622,0.026602198215409385,10.896953125,0.3916423881512217,0.15664944144105267,0.06394075031696622,0.026602198215409385,10.896953125,0.1533837601967922,0.02453904750379379,0.24000000000000005,0.025,21.947473958333333,38397
0.2,40,low,mid,0,1,-0.0005765755918157825,0.00043440736276464427,0.0003745256780495557,0.3916423881512217,0.15664944144105267,0.06394075031696622,0.026602198215409385,10.896953125,0.6233733888041226,0.3956183629358264,0.2555964455214278,0.1680333574761597,7.708463541666666,0.24413944270116664,0.06197339557772086,0.24000000000000005,0.025,21.947473958333333,38389
0.2,40,low,high,0,2,0.0015371593854862082,0.0007210872109384728,0.0010697694486708014,0.3916423881512217,0.15664944144105267,0.06394075031696622,0.026602198215409385,10.896953125,1.0249988330960331,1.0978425272635988,1.2410740918465926,1.497066241898687,3.342057291666667,0.4014329908459459,0.17197641868607638,0.24000000000000005,0.025,21.947473958333333,37099
0.2,40,mid,low,1,0,-0.0005765755918157825,0.00043440736276464427,0.0003745256780495557,0.6233733888041226,0.3956183629358264,0.2555964455214278,0.1680333574761597,7.708463541666666,0.3916423881512217,0.15664944144105267,0.06394075031696622,0.026602198215409385,10.896953125,0.24413944270116664,0.06197339557772086,0.24000000000000005,0.025,21.947473958333333,38389
0.2,40,mid,mid,1,1,0.0017763680089058888,0.0009421247215918838,0.0009484229550229982,0.6233733888041226,0.3956183629358264,0.2555964455214278,0.1680333574761597,7.708463541666666,0.6233733888041226,0.3956183629358264,0.2555964455214278,0.1680333574761597,7.708463541666666,0.38859438186913586,0.15651388909202327,0.24000000000000005,0.025,21.947473958333333,38314
0.2,40,mid,high,1,2,0.001982260449192432,0.000891479152115023,0.002706082374526844,0.6233733888041226,0.3956183629358264,0.2555964455214278,0.1680333574761597,7.708463541666666,1.0249988330960331,1.0978425272635988,1.2410740918465926,1.497066241898687,3.342057291666667,0.6389569961073455,0.4343266633973553,0.24000000000000005,0.025,21.947473958333333,37088
0.2,40,high,low,2,0,0.0015371593854862082,0.0007210872109384728,0.0010697694486708014,1.0249988330960331,1.0978425272635988,1.2410740918465926,1.497066241898687,3.342057291666667,0.3916423881512217,0.15664944144105267,0.06394075031696622,0.026602198215409385,10.896953125,0.4014329908459459,0.17197641868607638,0.24000000000000005,0.025,21.947473958333333,37099
0.2,40,high,mid,2,1,0.001982260449192432,0.000891479152115023,0.0027060823745268443,1.0249988330960331,1.0978425272635988,1.2410740918465926,1.497066241898687,3.342057291666667,0.6233733888041226,0.3956183629358264,0.2555964455214278,0.1680333574761597,7.708463541666666,0.6389569961073455,0.4343266633973553,0.24000000000000005,0.025,21.947473958333333,37088
0.2,40,high,high,2,2,0.011709295164905962,0.002409124993650658,0.007703063877265395,1.0249988330960331,1.0978425272635988,1.2410740918465926,1.497066241898687,3.342057291666667,1.0249988330960331,1.0978425272635988,1.2410740918465926,1.497066241898687,3.342057291666667,1.0506226078482295,1.2052582146685256,0.24000000000000005,0.025,21.947473958333333,32694
0.2,41,low,low,0,0,-0.00026931701797579884,0.0005475781439681877,0.00014035105457304583,0.3914999827429378,0.1565305637839459,0.06386562468612704,0.026559627796231732,11.199192708333333,0.3914999827429378,0.1565305637839459,0.06386562468612704,0.026559627796231732,11.199192708333333,0.1532722364877206,0.024501817398519952,0.24000000000000005,0.024390243902439025,22.496692708333335,38400
0.2,41,low,mid,0,1,0.0007272986975291087,0.00041953318246776587,0.00035557372295453796,0.3914999827429378,0.1565305637839459,0.06386562468612704,0.026559627796231732,11.199192708333333,0.6238440987817122,0.3962249052050061,0.2561875336063921,0.1685495367435218,7.8797395833333335,0.24423495390732392,0.06202130779698012,0.24000000000000005,0.024390243902439025,22.496692708333335,38395
0.2,41,low,high,0,2,0.0010960717430136722,0.0006949191023975799,0.0010156721140643465,0.3914999827429378,0.1565305637839459,0.06386562468612704,0.026559627796231732,11.199192708333333,1.024081502772597,1.0956577697858514,1.2367130937766495,1.4882306175865823,3.417760416666667,0.40092789066283346,0.1715039284188401,0.24000000000000005,0.024390243902439025,22.496692708333335,37211
0.2,41,mid,low,1,0,0.0007272986975291087,0.00041953318246776587,0.00035557372295453796,0.6238440987817122,0.3962249052050061,0.2561875336063921,0.1685495367435218,7.8797395833333335,0.3914999827429378,0.1565305637839459,0.06386562468612704,0.026559627796231732,11.199192708333333,0.24423495390732392,0.06202130779698012,0.24000000000000005,0.024390243902439025,22.496692708333335,38395
0.2,41,mid,mid,1,1,-0.0003657694398768017,0.0009012832788988274,0.0009004626817970542,0.6238440987817122,0.3962249052050061,0.2561875336063921,0.1685495367435218,7.8797395833333335,0.6238440987817122,0.3962249052050061,0.2561875336063921,0.1685495367435218,7.8797395833333335,0.3891814595847667,0.15699417550471606,0.24000000000000005,0.024390243902439025,22.496692708333335,38342
0.2,41,mid,high,1,2,0.00362779707546501,0.0008571565462914958,0.0025694705967508787,0.6238440987817122,0.3962249052050061,0.2561875336063921,0.1685495367435218,7.8797395833333335,1.024081502772597,1.0956577697858514,1.2367130937766495,1.4882306175865823,3.417760416666667,0.6388672021761922,0.43412689597052734,0.24000000000000005,0.024390243902439025,22.496692708333335,37206
0.2,41,high,low,2,0,0.0010960717430136722,0.0006949191023975799,0.0010156721140643465,1.024081502772597,1.0956577697858514,1.2367130937766495,1.4882306175865823,3.417760416666667,0.3914999827429378,0.1565305637839459,0.06386562468612704,0.026559627796231732,11.199192708333333,0.40092789066283346,0.1715039284188401,0.24000000000000005,0.024390243902439025,22.496692708333335,37211
0.2,41,high,mid,2,1,0.00362779707546501,0.0008571565462914958,0.0025694705967508795,1.024081502772597,1.0956577697858514,1.2367130937766495,1.4882306175865823,3.417760416666667,0.6238440987817122,0.3962249052050061,0.2561875336063921,0.1685495367435218,7.8797395833333335,0.6388672021761922,0.43412689597052734,0.24000000000000005,0.024390243902439025,22.496692708333335,37206
0.2,41,high,high,2,2,0.005874172643882823,0.0023626675970958837,0.00731570116738775,1.024081502772597,1.0956577697858514,1.2367130937766495,1.4882306175865823,3.417760416666667,1.024081502772597,1.0956577697858514,1.2367130937766495,1.4882306175865823,3.417760416666667,1.0487429243209805,1.2004659484921056,0.24000000000000005,0.024390243902439025,22.496692708333335,33048
0.2,42,low,low,0,0,0.00019804312598406155,0.0005365884717591778,0.00013342234622368615,0.39158305462036413,0.156600103359582,0.0639104325396865,0.026585868447294173,11.476822916666666,0.39158305462036413,0.156600103359582,0.0639104325396865,0.026585868447294173,11.476822916666666,0.15333728866581509,0.024523592372231763,0.24000000000000005,0.023809523809523808,23.083776041666667,38399
0.2,42,low,mid,0,1,0.00037335813728451363,0.00040829357574044523,0.0003380245356036735,0.39158305462036413,0.156600103359582,0.0639104325396865,0.026585868447294173,11.476822916666666,0.6237941346458548,0.3961396075606371,0.25608284890451577,0.16843833363502578,8.077838541666667,0.2442672126988905,0.06203550348882002,0.24000000000000005,0.023809523809523808,23.083776041666667,38393
0.2,42,low,high,0,2,0.0005392511823660609,0.0006810800158655804,0.0009655755106453079,0.39158305462036413,0.156600103359582,0.0639104325396865,0.026585868447294173,11.476822916666666,1.0249711651102267,1.097852247966569,1.2413011049020142,1.4981351398468645,3.5291145833333335,0.40136133973165616,0.17192377550511417,0.24000000000000005,0.023809523809523808,23.083776041666667,37338
0.2,42,mid,low,1,0,0.00037335813728451363,0.00040829357574044523,0.00033802453560367353,0.6237941346458548,0.3961396075606371,0.25608284890451577,0.16843833363502578,8.077838541666667,0.39158305462036413,0.156600103359582,0.0639104325396865,0.026585868447294173,11.476822916666666,0.2442672126988905,0.06203550348882002,0.24000000000000005,0.023809523809523808,23.083776041666667,38393
0.2,42,mid,mid,1,1,0.000818922518417229,0.0008744358682354948,0.0008560492135242214,0.6237941346458548,0.3961396075606371,0.25608284890451577,0.16843833363502578,8.077838541666667,0.6237941346458548,0.3961396075606371,0.25608284890451577,0.16843833363502578,8.077838541666667,0.3891191224185708,0.15692658867829556,0.24000000000000005,0.023809523809523808,23.083776041666667,38344
0.2,42,mid,high,1,2,0.0020957532683862213,0.0008460783326412468,0.0024429398022251018,0.6237941346458548,0.3961396075606371,0.25608284890451577,0.16843833363502578,8.077838541666667,1.0249711651102267,1.097852247966569,1.2413011049020142,1.4981351398468645,3.5291145833333335,0.6393710009768874,0.43490275866903993,0.24000000000000005,0.023809523809523808,23.083776041666667,37331
0.2,42,high,low,2,0,0.0005392511823660609,0.0006810800158655804,0.000965575510645308,1.0249711651102267,1.097852247966569,1.2413011049020142,1.4981351398468645,3.5291145833333335,0.39158305462036413,0.156600103359582,0.0639104325396865,0.026585868447294173,11.476822916666666,0.40136133973165616,0.17192377550511417,0.24000000000000005,0.023809523809523808,23.083776041666667,37338
0.2,42,high,mid,2,1,0.0020957532683862213,0.0008460783326412468,0.0024429398022251026,1.0249711651102267,1.097852247966569,1.2413011049020142,1.4981351398468645,3.5291145833333335,0.6237941346458548,0.3961396075606371,0.25608284890451577,0.16843833363502578,8.077838541666667,0.6393710009768874,0.43490275866903993,0.24000000000000005,0.023809523809523808,23.083776041666667,37331
0.2,42,high,high,2,2,0.01023255009013727,0.002316185292322716,0.00695678054549214,1.0249711651102267,1.097852247966569,1.2413011049020142,1.4981351398468645,3.5291145833333335,1.0249711651102267,1.097852247966569,1.2413011049020142,1.4981351398468645,3.5291145833333335,1.0505658893074155,1.2052795583652491,0.24000000000000005,0.023809523809523808,23.083776041666667,33444
0.2,43,low,low,0,0,0.00016802425185715272,0.0005158020935388356,0.00012699430329994935,0.3915220021964704,0.15654600286320633,0.06387381972540605,0.02656353652642935,11.73296875,0.3915220021964704,0.15654600286320633,0.06387381972540605,0.02656353652642935,11.73296875,0.15328947820393296,0.024506651012447003,0.24000000000000005,0.023255813953488372,23.613671875,38399
0.2,43,low,mid,0,1,0.00029328830181594973,0.00039849043817691076,0.0003217430348793514,0.3915220021964704,0.15654600286320633,0.06387381972540605,0.02656353652642935,11.73296875,0.6241591490532435,0.39661126331930213,0.25654621221812723,0.16884848748803544,8.279375,0.2443720397265711,0.06208790796316335,0.24000000000000005,0.023255813953488372,23.613671875,38399
0.2,43,low,high,0,2,0.0010243766644714395,0.0006687221532092118,0.000919094776956573,0.3915220021964704,0.15654600286320633,0.06387381972540605,0.02656353652642935,11.73296875,1.0263018153570063,1.1011051420463973,1.2471831326174347,1.5069928209328851,3.601328125,0.40181974160644734,0.17237360871948654,0.24000000000000005,0.023255813953488372,23.613671875,37408
0.2,43,mid,low,1,0,0.00029328830181594973,0.00039849043817691076,0.00032174303487935135,0.6241591490532435,0.39661126331930213,0.25654621221812723,0.16884848748803544,8.279375,0.3915220021964704,0.15654600286320633,0.06387381972540605,0.02656353652642935,11.73296875,0.2443720397265711,0.06208790796316335,0.24000000000000005,0.023255813953488372,23.613671875,38399
0.2,43,mid,mid,1,1,0.0006071080491054455,0.0008488689355392775,0.0008148413629073216,0.6241591490532435,0.39661126331930213,0.25654621221812723,0.16884848748803544,8.279375,0.6241591490532435,0.39661126331930213,0.25654621221812723,0.16884848748803544,8.279375,0.3895746433468691,0.1573004941917328,0.24000000000000005,0.023255813953488372,23.613671875,38369
0.2,43,mid,high,1,2,0.003254958654975883,0.0008214122422309384,0.002325522774162306,0.6241591490532435,0.39661126331930213,0.25654621221812723,0.16884848748803544,8.279375,1.0263018153570063,1.1011051420463973,1.2471831326174347,1.5069928209328851,3.601328125,0.640575667745028,0.43671070143440127,0.24000000000000005,0.023255813953488372,23.613671875,37407
0.2,43,high,low,2,0,0.0010243766644714395,0.0006687221532092118,0.0009190947769565727,1.0263018153570063,1.1011051420463973,1.2471831326174347,1.5069928209328851,3.601328125,0.3915220021964704,0.15654600286320633,0.06387381972540605,0.02656353652642935,11.73296875,0.40181974160644734,0.17237360871948654,0.24000000000000005,0.023255813953488372,23.613671875,37408
0.2,43,high,mid,2,1,0.003254958654975883,0.0008214122422309384,0.0023255227741623063,1.0263018153570063,1.1011051420463973,1.2471831326174347,1.5069928209328851,3.601328125,0.6241591490532435,0.39661126331930213,0.25654621221812723,0.16884848748803544,8.279375,0.640575667745028,0.43671070143440127,0.24000000000000005,0.023255813953488372,23.613671875,37407
0.2,43,high,high,2,2,0.012774453500854873,0.0022774686676399554,0.006623589522730691,1.0263018153570063,1.1011051420463973,1.2471831326174347,1.5069928209328851,3.601328125,1.0263018153570063,1.1011051420463973,1.2471831326174347,1.5069928209328851,3.601328125,1.0532954162050865,1.212432533841017,0.24000000000000005,0.023255813953488372,23.613671875,33709
0.2,44,low,low,0,0,0.0003773044579442782,0.0005079361955503097,0.00012101982761260944,0.39167665589349315,0.15667646121412138,0.06395696928538086,0.026610965944883044,11.997135416666667,0.39167665589349315,0.15667646121412138,0.06395696928538086,0.026610965944883044,11.997135416666667,0.15341060277190985,0.02454751349858008,0.24000000000000005,0.022727272727272728,24.178932291666666,38399
0.2,44,low,mid,0,1,-0.00041734503147369936,0.0003901519640266541,0.00030661001449586666,0.39167665589349315,0.15667646121412138,0.06395696928538086,0.026610965944883044,11.997135416666667,0.6240768460189187,0.3965269844824924,0.2564834114204273,0.16880887115696097,8.482890625,0.24443633206924853,0.06212644470462373,0.24000000000000005,0.022727272727272728,24.178932291666666,38398
0.2,44,low,high,0,2,0.00038728582456352436,0.0006488838671342904,0.000875890227240252,0.39167665589349315,0.15667646121412138,0.06395696928538086,0.026610965944883044,11.997135416666667,1.0261796367112546,1.1007934512150874,1.2468631857254016,1.50767639330101,3.69890625,0.4019306084530639,0.17246842246405947,0.24000000000000005,0.022727272727272728,24.178932291666666,37523
0.2,44,mid,low,1,0,-0.00041734503147369936,0.0003901519640266541,0.00030661001449586666,0.6240768460189187,0.3965269844824924,0.2564834114204273,0.16880887115696097,8.482890625,0.39167665589349315,0.15667646121412138,0.06395696928538086,0.026610965944883044,11.997135416666667,0.24443633206924853,0.06212644470462373,0.24000000000000005,0.022727272727272728,24.178932291666666,38398
